Type,Price,Initial Amount,Monthly Installment,Remaining Installments,Location,Bath(s),Area,Purpose,Bedroom(s),Added,Features,Room,Communication,Community
House,PKR2.2 Crore,,,,"Airport Housing Society, Rawalpindi, Punjab",6,6 Marla,For Sale,4,9 hours ago,"['Main Features, Built in year: 2023, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features']","['Rooms, Bedrooms: 8, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR2.2 Crore,,,,"Airport Housing Society, Rawalpindi, Punjab",4,6.5 Marla,For Sale,4,9 hours ago,"['Main Features, Built in year: 2023, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished']","['Rooms, Bedrooms: 3, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Barbeque Area, Mosque, Other Community Facilities']"
House,PKR4.5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,12 Marla,For Sale,5,9 hours ago,"['Main Features, Built in year: 2023, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Plot Features, Possesion, Corner, Park Facing, Disputed, File, Balloted, Sewerage, Electricity, Water Supply, Sui Gas, Boundary Wall']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']"
House,PKR5.7 Crore,,,,"Media Town, Rawalpindi, Punjab",-,12 Marla,For Sale,6,3 hours ago,"['Main Features, Parking Spaces: 1, Double Glazed Windows, Flooring, Electricity Backup']","['Rooms, Bedrooms: 3, Bathrooms: 3, Drawing Room, Kitchens: 2, Lounge or Sitting Room, Laundry Room']",[],[]
House,PKR85 Lakh,,,,"Dhoke Banaras Road, Rawalpindi, Punjab",2,4.5 Marla,For Sale,2,3 hours ago,"['Main Features, Built in year: 0, Parking Spaces: 0, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features']","['Rooms, Bedrooms: 0, Bathrooms: 0, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
Flat,PKR58 Lakh,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.1 Marla,For Sale,2,3 hours ago,"['Main Features, Built in year: 2018, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 2, Floors in Building: 6, Elevators: 1, Service Elevators in Building, Other Main Features']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']","['Healthcare Recreational, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities']"
Flat,PKR55 Lakh,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,2.9 Marla,For Sale,2,3 hours ago,"['Main Features, Built in year: 2021, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Service Elevators in Building']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']","['Healthcare Recreational, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities']"
Flat,PKR55 Lakh,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,2.9 Marla,For Sale,2,3 hours ago,"['Main Features, Built in year: 2021, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Service Elevators in Building']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']","['Healthcare Recreational, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities']"
Farm House,PKR4 Crore,,,,"Adiala Road, Rawalpindi, Punjab",-,5 Kanal,For Sale,-,3 hours ago,"['Nearby Locations and Other Facilities, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Nearby Public Transport Service']",[],[],[]
House,PKR1.18 Crore,,,,"Gulraiz Housing Scheme, Rawalpindi, Punjab",4,4.5 Marla,For Sale,3,3 hours ago,"['Rooms, Bedrooms: 1, Bathrooms: 1, Kitchens: 1']","['Other Facilities\r\nMaintenance Staff, Security Staff']",[],[]
House,PKR9 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,1.1 Kanal,For Sale,5,4 hours ago,"['Main Features, Built in year: 2023, Parking Spaces: 3, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors in Building: 3, Elevators: 2, Service Elevators in Building, Furnished']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre']"
House,PKR12.25 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,1 Kanal,For Sale,5,3 weeks ago,"['Main Features, Built in year, Parking Spaces, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Store Rooms: 00, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR5.75 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,3 weeks ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Kitchens: 2, Powder Room Store Rooms: 1, Lounge or Sitting Room']","['Plot Features, Possesion, Park Facing, Balloted, Sewerage, Electricity, Water Supply, Sui Gas, Boundary Wall']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom']"
House,PKR1.7 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,5 Marla,For Sale,3,3 weeks ago,"['Main Features, Built in year: 2015, Parking Spaces: 2, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features']","['Rooms, Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Dining Room, Kitchens: 1, Store Rooms: 1, Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access']","['Community Features, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre']"
House,PKR2.7 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",5,7 Marla,For Sale,5,3 weeks ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room Store Rooms: 1, Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom']","['Community Features, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre']"
House,PKR4.5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,3 weeks ago,"['Main Features, Built in year: 2022, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished']","['Rooms, Bedrooms: 5 Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR12 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,1 Kanal,For Sale,5,6 days ago,"['Main Features, Built in year: 2023, Parking Spaces: 3, Flooring, Electricity Backup, Waste Disposal, Floors: 2']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Prayer Room, Powder Room Store Rooms: 1, Lounge or Sitting Room, Laundry Room']","['Plot Features, Possesion, File, Balloted, Sewerage, Electricity, Water Supply, Sui Gas, Boundary Wall']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready']"
House,PKR1.25 Crore,,,,"Airport Housing Society, Rawalpindi, Punjab",2,5 Marla,For Sale,2,6 days ago,"['Main Features, Parking Spaces']","['Rooms, Bedrooms: 2, Bathrooms: 2, Drawing Room, Kitchens, Powder Room Store Rooms, Lounge or Sitting Room']",[],[]
House,PKR1.25 Crore,,,,"Airport Housing Society, Rawalpindi, Punjab",2,5 Marla,For Sale,2,6 days ago,"['Main Features, Parking Spaces']","['Rooms, Bedrooms: 2, Bathrooms: 2, Drawing Room, Kitchens, Powder Room Store Rooms, Lounge or Sitting Room']",[],[]
House,PKR1.7 Crore,,,,"Airport Housing Society, Rawalpindi, Punjab",3,6 Marla,For Sale,3,6 days ago,"['Main Features, Parking Spaces']","['Rooms, Bedrooms: 3, Bathrooms: 3, Drawing Room, Kitchens: 2, Lounge or Sitting Room, Laundry Room']",[],[]
House,PKR80 Lakh,,,,"Adiala Road, Rawalpindi, Punjab",3,5 Marla,For Sale,2,6 days ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Flooring, Waste Disposal']","['Rooms, Bedrooms: 6, Bathrooms: 6, Drawing Room, Dining Room, Kitchens: 2, Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access']","['Community Features, Community Lawn or Garden, Mosque, Community Centre']"
House,PKR7.4 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,14 Marla,For Sale,5,9 hours ago,"['Main Features, Built in year: 2023, Parking Spaces, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Kitchens: 2, Powder Room Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom']","['Community Features, Community Lawn or Garden, First Aid or Medical Centre, Kids Play Area, Mosque']"
House,PKR4.35 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,9 hours ago,"['Main Features, Built in year: 2023, Parking Spaces, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready']",[]
House,PKR2.85 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,7 Marla,For Sale,5,9 hours ago,"['Main Features, Built in year: 2023, Parking Spaces, Public Parking, Underground Parking, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors: 2, Floors in Building, Elevator or Lift, Elevators, Service Elevators in Building, Other Main Features, Furnished']","['Rooms, Rooms, Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room']","['Plot Features, Possesion, Corner, Park Facing, Disputed, File, Balloted, Sewerage, Electricity, Water Supply, Sui Gas, Boundary Wall']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities']"
House,PKR1.8 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",4,5 Marla,For Sale,4,9 hours ago,"['Main Features, Built in year: 2023, Parking Spaces, Public Parking, Underground Parking, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors, Floors in Building, Elevator or Lift, Elevators, Service Elevators in Building, Other Main Features, Furnished']","['Rooms, Rooms, Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Plot Features, Possesion, Corner, Park Facing, Disputed, File, Balloted, Sewerage, Electricity, Water Supply, Sui Gas, Boundary Wall']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities']"
House,PKR2.5 Crore,,,,"Airport Housing Society, Rawalpindi, Punjab",6,8 Marla,For Sale,6,9 hours ago,"['Main Features, Built in year: 2023, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features']","['Rooms, Bedrooms: 3, Bathrooms: 4, Servant Quarters, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
